一	一ＹＩ一
缆	纟<半竹>见Ｌ
橱	木厂寸Ｃ
秤	禾干丷Ｃ
搪	扌广口Ｔ
嗥	口白十Ｈ
粲	<卓上>又米Ｃ
钛	钅大丶Ｔ
圳	土川ＺＮ
邕	巛口巴Ｙ
畿	幺戈田Ｊ
鹦	贝女鸟Ｙ
淀	氵宀<足下>Ｄ
褂	衤圭卜Ｇ
瘤	疒<卬左>田Ｌ
忤	忄午ＷＵ
笠	立ＬＩ
挎	扌大<亏下>Ｋ
渭	氵田冃Ｗ
糯	米<雨头><而下>Ｎ
祗	礻<卬左>七Ｚ
肾	<临左>又冃Ｓ
恿	<甬下>心Ｙ
垛	土几木Ｄ
鹉	一止鸟Ｗ
纺	纟方ＦＧ
觎	亼<前下>见Ｙ
觊	山己见Ｊ
潋	氵亼攵Ｌ
猊	犭臼儿Ｎ
豺	豸才ＣＩ
胚	月不一Ｐ
魍	白<见下>冂Ｗ
琛	王木Ｃ
炜	火二<韦下>Ｗ
揶	扌耳阝Ｙ
鬃	镸彡示Ｚ
汜	氵巳ＳＩ
辘	<车旁><鹿上>比Ｌ
雹	<雨头>勹巳Ｂ
玷	王占ＤＮ
撵	扌夫车Ｎ
颦	止页卑Ｐ
坳	土幺力Ａ
杳	木日ＹＯ
荃	艹人王Ｑ
揄	扌亼<前下>Ｙ
摁	扌囗心Ｅ
咝	口<乡上>一Ｓ
辄	<车旁>耳乚Ｚ
箩	罒夕Ｌ
鹞	爫缶鸟Ｙ
犸	犭马ＭＡ
捎	扌冃Ｓ
潦	氵大小Ｌ
蚯	虫丘ＱＵ
翊	立羽ＹＩ
湄	氵<声下>目Ｍ
芋	艹于ＹＵ
靼	革日一Ｄ
濑	氵木贝Ｌ
郸	丷十阝Ｄ
啕	口勹缶Ｔ
粱	氵刀米Ｌ
镀	钅广又Ｄ
汐	氵夕ＸＩ
榆	木亼<前下>Ｙ
淇	氵其ＱＩ
魉	白<见下>两Ｌ
脓	月<巾变><辰下>Ｎ
苯	艹木一Ｂ
赈	贝厂<辰内>Ｚ
觐	廿见Ｊ
坷	土可ＫＥ
篑	<贵上>贝Ｋ
哂	口西ＳＮ
旃	<旗角><周框>亠Ｚ
齑	文非<齐下>Ｊ
荦	艹冖牛Ｌ
裟	氵少<衣下>Ｓ
辇	夫夫车Ｎ
幔	巾日又Ｍ
蘅	艹彳亍Ｈ
颚	吅<亏下>页Ｅ
犄	牜大可Ｊ
惰	忄冃Ｄ
徙	彳止<足下>Ｘ
蚓	虫弓丨Ｙ
柿	木亠巾Ｓ
睥	目卑ＰＩ
讹	讠亻<化右>Ｅ
嵘	山艹木Ｒ
嗵	口辶Ｔ
暹	日隹辶Ｘ
悼	忄<卓上>十Ｄ
罔	冂<首上>亡Ｗ
琏	王车辶Ｌ
蠡	彑虫虫Ｌ
囵	囗人匕Ｌ
骊	马一冂Ｌ
堰	土匚日Ｙ
趄	走且ＪＵ
宸	宀厂<辰内>Ｃ
垦	艮土ＫＮ
啻	<旁上>巾口Ｃ
趔	走歹刂Ｌ
魈	白<见下>Ｘ
麝	<鹿上>比寸Ｓ
摒	扌尸开Ｂ
遢	日羽辶Ｔ
癌	疒口山Ａ
漳	氵音十Ｚ
瑁	王<冒上>目Ｍ
硅	石圭ＧＩ
斡	十十斗Ｗ
锚	钅艹田Ｍ
玳	王代ＤＩ
耙	耒巴ＢＡ
沽	氵古ＧＵ
颉	吉页ＪＥ
湍	氵山<而下>Ｔ
袤	亠<衣下>Ｍ
卞	亠卜ＢＮ
纰	纟比ＰＩ
壬	壬ＲＮ丿
褶	衤羽白Ｚ
袄	衤丿大Ａ
肇	户攵<举下>Ｚ
犁	禾刂牛Ｌ
鼾	自丌干Ｈ
邋	巛囗辶Ｌ
忻	忄斤ＸＮ
淅	氵木斤Ｘ
侨	亻丿<齐下>Ｑ
诽	讠非ＦＩ
孪	<变上>子ＬＮ
倨	亻尸古Ｊ
脐	月文<齐下>Ｑ
皿	皿ＭＮ丨
阗	门十<具上>Ｔ
嘣	口山月Ｂ
螭	虫文冂Ｃ
腴	月臼人Ｙ
骡	马田小Ｌ
恣	冫欠心Ｚ
瘠	疒<脊左>月Ｊ
噶	口艹勹Ｇ
掸	扌丷十Ｄ
谙	讠音ＡＮ
愠	忄日皿Ｙ
谲	讠冂Ｊ
叵	匚口ＰＯ
痰	疒火火Ｔ
薯	艹罒者Ｓ
袈	加亠<衣下>Ｊ
淄	氵巛田Ｚ
彗	丰丰彐Ｈ
恪	忄各ＫＥ
孱	尸子子Ｃ
迄	乙辶Ｑ
蔫	艹<亏下>灬Ｎ
蜗	虫口内Ｗ
癞	疒木贝Ｌ
遑	白王辶Ｈ
噫	口音ＹＩ
羯	日勹Ｊ
鲛	鱼亠父Ｊ
涓	氵口冃Ｊ
罂	贝贝缶Ｙ
褛	衤米女Ｌ
揩	扌比白Ｋ
嫔	女穴丘Ｐ
褴	衤<半竹>皿Ｌ
郦	一冂阝Ｌ
潢	氵八Ｈ
镑	钅<旁上>方Ｂ
馥	禾日夂Ｆ
炖	火七凵Ｄ
镣	钅大小Ｌ
瘁	疒亠十Ｃ
桧	木人云Ｇ
讧	讠工ＨＧ
迩	小辶Ｅ
涮	氵尸刂Ｓ
澹	氵言Ｔ
嶙	山米<舛右>Ｌ
徵	<微框>王ＺＧ
蔻	艹宀元Ｋ
豚	月豕ＴＮ
镂	钅米女Ｌ
轲	<车旁>可ＫＥ
篓	米女Ｌ
禺	甲冂一Ｙ
樵	木隹灬Ｑ
遽	虍豕辶Ｊ
怵	忄木丶Ｃ
孬	不女子Ｎ
臃	月亠隹Ｙ
芹	艹斤ＱＮ
挞	扌大辶Ｔ
偕	亻比白Ｘ
酆	丰<首上>阝Ｆ
臼	臼ＪＵ丿
贽	执贝ＺＩ
碉	石<周框>土Ｄ
蒯	艹月刂Ｋ
夙	<风上>歹ＳＵ
煊	火宀一Ｘ
蓁	艹禾Ｚ
掖	扌亠夂Ｙ
帚	彐冖巾Ｚ
泠	氵今丶Ｌ
臆	月音心Ｙ
粤	<囱框>米丂Ｙ
銮	<变上>金ＬＮ
抒	扌<予下>Ｓ
偻	亻米女Ｌ
庖	广勹巳Ｐ
椰	木耳阝Ｙ
琮	王宀示Ｃ
匮	匚<贵上>贝Ｋ
峋	山勹日Ｘ
榄	木<半竹>见Ｌ
盹	目七凵Ｄ
轧	<车旁>乚ＺＡ
诋	讠<卬左>七Ｄ
夥	日木夕Ｈ
憩	舌自心Ｑ
戛	丆目戈Ｊ
瞿	目目隹Ｑ
佻	亻<兆左><兆右>Ｔ
遨	敖辶ＡＯ
阜	<阜上>十ＦＵ
镳	钅<鹿上>灬Ｂ
蜓	虫壬廴Ｔ
鏖	<鹿上>比金Ａ
摞	扌田小Ｌ
忪	忄八厶Ｓ
噙	口人冂Ｑ
夔	<首上>丿夂Ｋ
仞	亻刀丶Ｒ
荑	艹大弓Ｙ
鸢	弋鸟ＹＮ
洱	氵耳ＥＲ
姣	女亠父Ｊ
腺	月白水Ｘ
泱	氵央ＹＧ
捱	扌厂圭Ａ
跆	厶口Ｔ
闾	门口口Ｌ
犒	牜<高外>口Ｋ
琊	王一阝Ｙ
盂	于皿ＹＵ
骥	马匕八Ｊ
岷	山巳七Ｍ
鸶	<乡上><乡上>鸟Ｓ
痣	疒士心Ｚ
闳	门厶Ｈ
帼	巾囗王Ｇ
碴	石木一Ｃ
芍	艹勹丶Ｓ
犊	牜十头Ｄ
蝈	虫囗王Ｇ
粽	米宀示Ｚ
侗	亻冂一Ｄ
喟	口田冃Ｋ
傥	亻儿Ｔ
卟	口卜ＢＵ
蓟	艹鱼刂Ｊ
馊	饣叟ＳＵ
堇	廿口Ｊ
踮	广占Ｄ
冗	冖几ＲＧ
倜	亻<周框>土Ｔ
蹩	丷攵足Ｂ
珩	王彳亍Ｈ
奂	冂大Ｈ
戌	戊一ＸＵ
鄢	一灬阝Ｙ
濡	氵<雨头><而下>Ｒ
谀	讠臼人Ｙ
镐	钅<高外>口Ｇ
僖	亻吉口Ｘ
幄	巾尸至Ｗ
狒	犭弓<齐下>Ｆ
颛	山<而下>页Ｚ
鹧	广廿鸟Ｚ
箕	其ＪＩ
翦	<首上><前下>羽Ｊ
摹	莫手ＭＯ
愫	忄小Ｓ
椁	木<享上>子Ｇ
倌	亻宀<官下>Ｇ
佝	亻勹口Ｇ
萼	艹吅<亏下>Ｅ
骧	马亠<衣下>Ｘ
锹	钅禾火Ｑ
娼	女日日Ｃ
燮	火火又Ｘ
弭	弓耳ＭＩ
诌	讠彐Ｚ
泗	氵囗儿Ｓ
鸪	古鸟ＧＵ
洵	氵勹日Ｘ
雉	矢隹ＺＩ
漕	氵<曹上>日Ｃ
怩	忄尸匕Ｎ
猷	酋大丶Ｙ
贰	弋二贝Ｅ
汶	氵文ＷＮ
淆	氵乂冃Ｘ
赣	音夂贝Ｇ
钊	钅刂ＺＯ
轶	<车旁>失ＹＩ
鳍	鱼耂日Ｑ
忸	忄丑ＮＵ
喙	口彑<豕下>Ｈ
筵	丿廴Ｙ
橇	木毛毛Ｑ
箬	口Ｑ
祚	礻乍ＺＯ
燧	火<首上>辶Ｓ
沂	氵斤ＹＩ
繇	爫缶小Ｙ
蕙	艹士心Ｈ
濠	氵<亮上>豕Ｈ
沅	氵元ＹＮ
莆	艹甫ＰＵ
砺	石厂Ｌ
槟	木穴丘Ｂ
骛	攵马Ｗ
刽	人云刂Ｇ
獗	犭厂欠Ｊ
睑	目亼<应下>Ｊ
岈	山一<牙下>Ｙ
牒	片世木Ｄ
艮	艮ＧＮ乛
荥	艹冖水Ｘ
妪	女匚乂Ｙ
诠	讠人王Ｑ
悖	忄十子Ｂ
唳	口户大Ｌ
纾	纟<予下>Ｓ
浃	氵夫丷Ｊ
狻	犭厶夂Ｓ
蚱	虫乍ＺＡ
钏	钅川ＣＮ
搡	扌又木Ｓ
浣	氵宀元Ｈ
谗	讠<冬下>Ｃ
麋	<鹿上>比米Ｍ
钺	钅戈乚Ｙ
宕	宀石ＤＧ
鹄	口鸟Ｈ
砥	石<卬左>七Ｄ
杈	木又丶Ｃ
呷	口甲ＸＡ
撸	扌鱼日Ｌ
邈	豸白辶Ｍ
膘	月覀示Ｂ
橄	木乛攵Ｇ
滟	氵巴Ｙ
俪	亻一冂Ｌ
谤	讠<旁上>方Ｂ
鸩	<巾变>乚鸟Ｚ
怆	忄人Ｃ
忾	忄气ＫＩ
邝	广阝ＫＧ
缮	纟羊口Ｓ
汾	氵八刀Ｆ
绉	纟彐Ｚ
攫	扌目又Ｊ
畸	田大可Ｊ
磬	士殳石Ｑ
蹇	宀<冓上>足Ｊ
钠	钅内ＮＡ
贻	贝厶口Ｙ
舀	爫臼ＹＯ
恁	亻壬心Ｎ
箐	月Ｑ
腓	月非ＦＩ
铝	钅口口Ｌ
赳	走丩ＪＵ
沏	氵七刀Ｑ
氢	气<经角>工Ｑ
檄	木白攵Ｘ
坂	土又Ｂ
炷	火主ＺＵ
垩	亚土ＥＥ
隽	隹乃ＪＮ
驽	女又马Ｎ
陲	阝千<垂下>Ｃ
泾	氵<经角>工Ｊ
蹶	厂欠Ｊ
哺	口甫ＢＵ
磺	石八Ｈ
匝	匚巾ＺＡ
讼	讠八厶Ｓ
掇	扌又又Ｄ
霰	<雨头>冃攵Ｘ
哔	口比十Ｂ
坯	土不一Ｐ
蘸	艹酉灬Ｚ
嫒	女<爱上>又Ａ
苓	艹今丶Ｌ
遛	<卬左>刀辶Ｌ
皋	白大十Ｇ
僮	亻立里Ｚ
跖	石ＺＩ
佞	亻二女Ｎ
衩	衤又丶Ｃ
鳗	鱼日又Ｍ
涿	氵豕丶Ｚ
翳	匚殳羽Ｙ
糠	米广水Ｋ
彝	彑米廾Ｙ
荔	艹力力Ｌ
髦	镸彡毛Ｍ
佶	亻吉ＪＩ
娣	女丷弓Ｄ
胛	月甲ＪＡ
铄	钅<卬左>小Ｓ
诘	讠吉ＪＩ
濮	氵业丶Ｐ
浒	氵讠午Ｈ
敕	木口攵Ｃ
逅	<后上>口辶Ｈ
姹	女宀七Ｃ
迤	也辶Ｙ
巽	巳巳八Ｘ
钜	钅匚<右框>Ｊ
嗑	口土皿Ｋ
舶	舟白ＢＯ
仨	亻三ＳＡ
翕	亼口羽Ｘ
厩	厂<即左>旡Ｊ
莓	艹母Ｍ
颀	斤页ＱＩ
锺	钅千里Ｚ
阚	门乛耳Ｈ
舄	臼勹灬Ｘ
孚	爫子ＦＵ
呶	口女又Ｎ
呔	口大丶Ｄ
蜍	虫亼朩Ｃ
貉	豸各ＨＥ
莜	艹亻攵Ｙ
藜	艹禾氺Ｌ
肪	月方ＦＧ
膻	月亠一Ｓ
刎	勹<两撇>刂Ｗ
氅	攵毛Ｃ
聃	耳冂土Ｄ
泸	氵<卓上>尸Ｌ
阪	阝又Ｂ
懑	氵艹心Ｍ
猡	犭罒夕Ｌ
圜	囗罒一Ｈ
儆	亻艹攵Ｊ
逖	犭火辶Ｔ
聒	耳舌ＧＯ
邙	亡阝ＭＧ
秣	禾末ＭＯ
汕	氵山ＳＮ
扪	扌门ＭＮ
谒	讠日勹Ｙ
衾	今亠<衣下>Ｑ
龅	止凵勹Ｂ
戗	人戈Ｑ
姝	女朱ＳＵ
昶	丶<永下>日Ｃ
埔	土甫ＰＵ
罄	士殳缶Ｑ
蛀	虫主ＺＵ
嗳	口<爱上>又Ａ
绶	纟<爱上>又Ｓ
汨	氵日ＭＩ
谩	讠日又Ｍ
螟	虫冖八Ｍ
佥	亼<应下>ＱＮ
邂	刀辶Ｘ
竣	立厶夂Ｊ
耘	耒云ＹＮ
俾	亻卑ＢＩ
沱	氵宀匕Ｔ
蜚	非虫ＦＩ
湫	氵禾火Ｑ
焊	火日干Ｈ
砝	石土厶Ｆ
舐	舌<卬左>七Ｓ
赝	厂亻贝Ｙ
恹	忄厂大Ｙ
蛭	虫至ＺＩ
滇	氵十八Ｄ
剜	宀夕刂Ｗ
昀	日勹冫Ｙ
缙	纟亚日Ｊ
鸵	鸟宀匕Ｔ
樽	木酋寸Ｚ
俟	亻厶矢Ｑ
谆	讠<享上>子Ｚ
裨	衤卑ＢＩ
蒺	艹疒矢Ｊ
涪	氵立口Ｆ
葩	艹白巴Ｐ
诃	讠可ＨＥ
鞅	革央ＹＧ
踊	<甬下>Ｙ
氐	<卬左>七丶Ｄ
荏	艹亻壬Ｒ
淙	氵宀示Ｃ
蹴	尢丶Ｃ
藓	艹鱼羊Ｘ
煅	火<段左>殳Ｄ
谡	讠田夂Ｓ
猕	犭小Ｍ
浚	氵厶夂Ｊ
淞	氵八厶Ｓ
瘌	疒木刂Ｌ
潸	氵林冃Ｓ
跛	皮ＢＯ
桢	木<卓上>贝Ｚ
坨	土宀匕Ｔ
俦	亻<丰变>寸Ｃ
楔	木刀大Ｘ
铤	钅壬廴Ｔ
犟	弓口牛Ｊ
矍	目目又Ｊ
菠	<艹氵>皮ＢＯ
诮	讠冃Ｑ
笆	巴ＢＡ
崧	山木厶Ｓ
绥	纟爫女Ｓ
獐	犭音十Ｚ
溥	氵甫寸Ｐ
恫	忄冂一Ｄ
饪	饣壬ＲＮ
殄	歹人彡Ｔ
昴	日<卯左>卩Ｍ
槿	木廿Ｊ
牦	牜毛ＭＯ
馍	饣莫ＭＯ
砧	石占ＺＮ
葳	艹戊一Ｗ
滂	氵<旁上>方Ｐ
绡	纟冃Ｘ
鎏	氵<充上>金Ｌ
骓	马隹ＺＩ
醐	酉古月Ｈ
囱	<囱框>夂ＣＧ
噱	口虍豕Ｊ
黜	黑凵山Ｃ
哓	口<尧上>儿Ｘ
祛	礻土厶Ｑ
抨	扌干丷Ｐ
绺	纟卜口Ｌ
咩	口羊ＭＥ
醍	酉日<足下>Ｔ
戊	戊ＷＵ一
茁	艹凵山Ｚ
佃	亻田ＤＮ
蚤	又丶虫Ｚ
塾	<享上>九土Ｓ
谟	讠莫ＭＯ
釉	丿米由Ｙ
谚	讠立彡Ｙ
诰	讠口Ｇ
锟	钅日比Ｋ
灞	氵<雨头>月Ｂ
町	田丁ＤＧ
嗄	口丆夂Ａ
逡	厶八辶Ｑ
葭	艹丨又Ｊ
柩	木匚Ｊ
滓	氵宀辛Ｚ
跻	文<齐下>Ｊ
棂	木彐火Ｌ
诳	讠犭王Ｋ
籽	米子ＺＩ
囫	囗勹<两撇>Ｈ
锷	钅吅<亏下>Ｅ
碱	石戊一Ｊ
奘	爿士大Ｚ
獬	犭刀牛Ｘ
夯	大力ＨＧ
痿	疒禾女Ｗ
痍	疒大弓Ｙ
秧	禾央ＹＧ
榷	木冖隹Ｑ
忱	忄<巾变>乚Ｃ
鱿	鱼尢丶Ｙ
圉	囗土<首上>Ｙ
峪	山八<谷下>Ｙ
绌	纟凵山Ｃ
馗	九<首上>自Ｋ
酉	酉ＹＵ一
莒	艹口口Ｊ
嶂	山音十Ｚ
酡	酉宀匕Ｔ
崴	山戊一Ｗ
镌	钅隹乃Ｊ
殁	歹殳ＭＯ
膑	月穴丘Ｂ
徇	彳勹日Ｘ
纭	纟云ＹＮ
脶	月口内Ｌ
鹘	骨鸟ＧＵ
腌	月大乚Ａ
叁	厶大三Ｓ
碇	石宀<足下>Ｄ
晷	日夂口Ｇ
兕	凹儿ＳＩ
渚	氵者ＺＵ
刍	彐ＣＵ
痘	疒一<首上>Ｄ
嚯	口<雨头>隹Ｈ
莅	艹亻立Ｌ
蛎	虫厂Ｌ
龛	亼口龙Ｋ
谔	讠吅<亏下>Ｅ
槊	<首上>月木Ｓ
豢	豕ＨＮ
胫	月<经角>工Ｊ
仝	人工ＴＧ
佰	亻丆日Ｂ
碜	石厶彡Ｃ
殡	歹穴丘Ｂ
绦	纟夂朩Ｔ
闩	门一ＳＮ
瘀	疒方<冬下>Ｙ
哞	口厶牛Ｍ
蓿	艹宀日Ｘ
驷	马囗儿Ｓ
玖	王丶Ｊ
锲	钅刀大Ｑ
耒	耒ＬＩ一
鄱	丿田阝Ｐ
亟	乛亅一Ｊ
砣	石宀匕Ｔ
濯	氵羽隹Ｚ
俎	人人且Ｚ
糅	米木Ｒ
貅	豸亻木Ｘ
饯	饣一戈Ｊ
溧	氵覀木Ｌ
犴	犭干ＡＮ
诓	讠匚王Ｋ
訇	勹言ＨＧ
嗟	口工Ｊ
莘	艹辛ＳＮ
偈	亻日勹Ｊ
乜	乚ＮＥ
靛	月<足下>Ｄ
郏	夫丷阝Ｊ
栾	<变上>木ＬＮ
葺	艹口耳Ｑ
锃	钅口王Ｚ
螯	敖虫ＡＯ
泫	氵玄ＸＮ
褓	衤口木Ｂ
懋	木木心Ｍ
锉	钅从土Ｃ
镫	钅癶<首上>Ｄ
掾	扌彑<豕下>Ｙ
媾	女<冓上>冂Ｇ
桠	木亚ＹＡ
枰	木干丷Ｐ
萋	艹十女Ｑ
稔	禾今心Ｒ
荻	艹犭火Ｄ
琚	王尸古Ｊ
侩	亻人云Ｋ
蝮	虫夂Ｆ
槁	木<高外>口Ｇ
遴	米夕辶Ｌ
岫	山由ＸＵ
皖	白宀元Ｗ
鹜	攵鸟Ｗ
皈	白又Ｇ
菟	艹兔ＴＵ
蓑	艹亠<衣下>Ｓ
邳	不一阝Ｐ
蔺	艹门隹Ｌ
襁	衤弓虫Ｑ
徉	彳羊ＹＧ
盥	<臼裂>水皿Ｇ
幂	冖日巾Ｍ
觞	用<乃上>Ｓ
炅	日火ＧＩ
貔	豸<囱框>比Ｐ
阡	阝千ＱＮ
呖	口厂力Ｌ
蚨	虫夫ＦＵ
溉	氵<即左>旡Ｇ
懔	忄亠示Ｌ
颧	艹隹页Ｑ
糨	米弓虫Ｊ
虱	乙丿虫Ｓ
蜮	虫戈口Ｙ
舢	舟山ＳＮ
铩	钅乂朩Ｓ
鸷	执鸟ＺＩ
砀	石<乃上><两撇>Ｄ
咭	口吉ＪＩ
腩	月<南上><首上>Ｎ
沆	氵亠几Ｈ
氮	气火火Ｄ
忝	一大Ｔ
抟	扌二<专下>Ｔ
薜	艹尸辛Ｂ
睢	目隹ＳＩ
狴	犭比土Ｂ
烩	火人云Ｈ
缃	纟相ＸＧ
悌	忄丷弓Ｔ
蝾	虫艹木Ｒ
抻	扌日丨Ｃ
猢	犭古月Ｈ
嘞	口革力Ｌ
爻	乂乂ＹＯ
牍	片十头Ｄ
嶷	山矢<足下>Ｙ
蒿	艹<高外>口Ｈ
骅	马<化右>十Ｈ
钹	钅犮ＢＯ
嵇	禾丶山Ｊ
孑	孑ＪＥ乛
俅	亻<求架>丶Ｑ
墒	土<商外><谷下>Ｓ
愎	忄夂Ｂ
囡	囗女ＮＮ
饽	饣十子Ｂ
橐	十口木Ｔ
梏	木口Ｇ
轸	<车旁>人彡Ｚ
纂	目小Ｚ
韪	日<足下>二Ｗ
黢	黑厶夂Ｑ
羸	<赢框>羊ＬＩ
狍	犭勹巳Ｐ
撺	扌穴丨Ｃ
仃	亻丁ＤＧ
殚	歹丷十Ｄ
鬣	镸巛<鼠下>Ｌ
樟	木音十Ｚ
桎	木至ＺＩ
呙	口内ＧＯ
璺	<臼裂>冂王Ｗ
璎	王贝女Ｙ
镏	钅刀田Ｌ
橹	木鱼日Ｌ
祆	礻一大Ｘ
酵	酉耂子Ｊ
徜	彳冂Ｃ
崂	山艹力Ｌ
铀	钅由ＹＵ
榔	木丶阝Ｌ
肓	亡冃ＨＧ
镁	钅大Ｍ
芩	艹今ＱＮ
狲	犭子小Ｓ
铡	钅贝刂Ｚ
祉	礻止ＺＩ
酪	酉各ＬＯ
酗	酉乂凵Ｘ
擢	扌羽隹Ｚ
珐	王土厶Ｆ
鼬	臼<鼠下>由Ｙ
啮	口止凵Ｎ
鹑	<享上>子鸟Ｃ
椿	木日Ｃ
镞	钅<旗角>矢Ｚ
镛	钅广冃Ｙ
蜢	虫子皿Ｍ
檬	木艹<豕下>Ｍ
箔	氵白Ｂ
饨	饣七凵Ｔ
貊	豸丆日Ｍ
馄	饣日比Ｈ
椋	木<享上>小Ｌ
寮	宀大小Ｌ
逦	一冂辶Ｌ
蝌	虫禾斗Ｋ
骢	马<囱框>心Ｃ
蛔	虫囗口Ｈ
辂	<车旁>各ＬＵ
诿	讠禾女Ｗ
伥	亻长ＣＧ
殓	歹亼<应下>Ｌ
挝	扌寸辶Ｗ
诨	讠冖车Ｈ
爿	爿ＰＮ乛
铨	钅人王Ｑ
珲	王冖车Ｈ
楸	木禾火Ｑ
赊	贝人示Ｓ
窳	穴瓜瓜Ｙ
赁	亻壬贝Ｌ
谌	讠其乚Ｃ
聩	耳<贵上>贝Ｋ
煲	亻口火Ｂ
钨	钅乌ＷＵ
茯	艹亻大Ｆ
摺	扌羽白Ｚ
罹	罒忄隹Ｌ
硭	石艹亡Ｍ
掼	扌毌贝Ｇ
蚋	虫内ＲＩ
旮	九日ＧＡ
铣	钅儿Ｘ
絷	执幺小Ｚ
辍	<车旁>又又Ｃ
酊	酉丁ＤＧ
蛐	虫日<临左>Ｑ
暨	<即左>旡一Ｊ
蜇	扌斤虫Ｚ
镝	钅<商外>古Ｄ
肛	月工ＧＧ
莠	艹禾乃Ｙ
砒	石比ＰＩ
邴	一内阝Ｂ
栉	木艹<节下>Ｚ
驺	马彐Ｚ
柠	木宀丁Ｎ
歃	千臼欠Ｓ
鳕	鱼<雨头>彐Ｘ
怼	又寸心Ｄ
訾	止匕言Ｚ
鲧	鱼丿小Ｇ
雒	各隹ＬＯ
酩	酉夕口Ｍ
黩	黑十头Ｄ
耆	耂匕日Ｑ
嘬	口日又Ｚ
孢	子勹巳Ｂ
誊	言ＴＧ
斫	石斤ＺＯ
媸	女屮虫Ｃ
岬	山甲ＪＡ
嵬	山白<见下>Ｗ
泖	氵<卯左>卩Ｍ
蹉	工Ｃ
蟊	虫虫Ｍ
遒	酋辶ＱＵ
缛	纟厂寸Ｒ
轱	<车旁>古ＧＵ
旯	日九ＬＡ
褫	衤几Ｃ
谯	讠隹灬Ｑ
纛	小小Ｄ
僭	亻旡日Ｊ
妁	女勹丶Ｓ
孛	十冖子Ｂ
诟	讠<后上>口Ｇ
闱	门二<韦下>Ｗ
谶	讠从戈Ｃ
虺	一儿虫Ｈ
檑	木<雨头>田Ｌ
榈	木门口Ｌ
跎	宀匕Ｔ
牯	牜古ＧＵ
煨	火田<畏下>Ｗ
悒	忄口巴Ｙ
祧	礻<兆左><兆右>Ｔ
瑗	王爫又Ｙ
闫	门三ＹＮ
蚺	虫冂土Ｒ
獾	犭艹隹Ｈ
揆	扌癶大Ｋ
诙	讠火Ｈ
嫱	女十囗Ｑ
囿	囗冃Ｙ
箸	者ＺＵ
啖	口火火Ｄ
痂	疒加ＪＡ
廿	廿ＮＮ一
赭	土<赤下>者Ｚ
蔗	艹广灬Ｚ
鼹	臼<鼠下>女Ｙ
篙	<高外>口Ｇ
辔	纟纟口Ｐ
椤	木罒夕Ｌ
阒	门目大Ｑ
埠	土<阜上>十Ｂ
伉	亻亠几Ｋ
嫫	女莫ＭＯ
钴	钅古ＧＵ
饴	饣厶口Ｙ
荚	艹夫丷Ｊ
裾	衤尸古Ｊ
弁	厶廾ＢＮ
衢	彳目亍Ｑ
阕	门癶一Ｑ
痔	疒土寸Ｚ
葆	艹亻木Ｂ
蟋	虫丿心Ｘ
锴	钅比白Ｋ
糸	幺小ＭＩ
喑	口音ＹＮ
岿	山<归左>彐Ｋ
豕	豕ＳＩ一
蚪	虫斗ＤＵ
笞	厶口Ｃ
晗	日今口Ｈ
蟀	虫亠十Ｓ
菀	艹宀Ｗ
隍	阝白王Ｈ
逶	禾女辶Ｗ
暝	日冖八Ｍ
茕	艹冖十Ｑ
撷	扌吉页Ｘ
拮	扌吉ＪＥ
獭	犭木贝Ｔ
磔	石<舛右>木Ｚ
滦	氵<变上>木Ｌ
嘁	口戊<卓上>Ｑ
荇	艹彳亍Ｘ
搽	扌艹朩Ｃ
笮	乍ＺＥ
胪	月<卓上>尸Ｌ
滁	氵阝朩Ｃ
泅	氵囗人Ｑ
湎	氵丆罒Ｍ
娩	女<见下>Ｍ
觥	用儿Ｇ
饬	饣力Ｃ
徕	彳未丷Ｌ
闰	门王ＲＮ
掴	扌囗王Ｇ
璜	王八Ｈ
唁	口言ＹＮ
涝	氵艹力Ｌ
汞	工水ＧＧ
傈	亻覀木Ｌ
錾	<车旁>斤金Ｚ
巯	<经角>工<流角>Ｑ
鲽	鱼世木Ｄ
讫	讠乙Ｑ
俚	亻里ＬＩ
姘	女丷开Ｐ
猁	犭禾刂Ｌ
菅	艹宀<官下>Ｊ
耦	耒甲冂Ｏ
荟	艹人云Ｈ
谥	讠<首上>皿Ｓ
绻	纟Ｑ
肱	月厶Ｇ
埙	土口贝Ｘ
铆	钅<卯左>卩Ｍ
琨	王日比Ｋ
狎	犭甲ＸＡ
哙	口人云Ｋ
耄	耂匕毛Ｍ
珉	王巳七Ｍ
挈	丰刀手Ｑ
逑	<求架>丶辶Ｑ
炻	火石ＳＩ
怄	忄匚乂Ｏ
鳝	鱼羊口Ｓ
汛	氵乙十Ｘ
铂	钅白ＢＯ
跹	千辶Ｘ
徭	彳爫缶Ｙ
埂	土一乂Ｇ
颢	日小页Ｈ
猞	犭亼古Ｓ
铖	钅戊Ｃ
蓐	艹厂寸Ｒ
楹	木乃皿Ｙ
貘	豸莫ＭＯ
凼	水凵ＤＧ
赅	贝亥ＧＩ
稹	禾十八Ｚ
镗	钅土Ｔ
癣	疒鱼羊Ｘ
铢	钅朱ＺＵ
裱	衤<衣下>Ｂ
倥	亻穴工Ｋ
涞	氵未丷Ｌ
阆	门丶艮Ｌ
傩	亻又隹Ｎ
钎	钅千ＱＮ
蜉	虫爫子Ｆ
悱	忄非ＦＩ
仄	厂人ＺＥ
粕	米白ＰＯ
